,date,open,close,high,low,volume,code
143,2010-08-09,95.493,97.657,98.05,95.493,38703.0,600519
144,2010-08-10,97.657,94.533,98.932,94.365,28739.94,600519
145,2010-08-11,94.043,95.235,95.976,94.043,15190.63,600519
146,2010-08-12,95.203,95.924,97.844,94.179,31025.87,600519
147,2010-08-13,95.898,96.871,97.56,95.538,15775.59,600519
148,2010-08-16,96.884,98.488,98.739,96.884,25910.45,600519
149,2010-08-17,98.423,99.899,100.646,98.23,35747.57,600519
150,2010-08-18,99.828,98.449,100.755,98.101,30173.78,600519
151,2010-08-19,98.475,97.432,99.132,96.942,35437.14,600519
152,2010-08-20,97.386,95.905,97.386,95.641,20841.59,600519
153,2010-08-23,95.493,97.084,97.2,95.332,13214.93,600519
154,2010-08-24,96.826,97.535,98.546,96.04,10838.25,600519
155,2010-08-25,96.942,96.485,97.857,96.382,16507.88,600519
156,2010-08-26,96.555,96.858,96.974,95.654,12232.0,600519
157,2010-08-27,96.62,97.303,97.412,96.105,8799.0,600519
158,2010-08-30,97.702,102.945,103.061,97.702,53784.0,600519
159,2010-08-31,102.114,102.565,103.699,101.696,31399.0,600519
160,2010-09-01,102.288,101.052,103.834,100.42,25589.0,600519
161,2010-09-02,101.773,103.055,104.401,101.689,24821.0,600519
162,2010-09-03,102.932,104.749,106.527,102.932,27761.0,600519
163,2010-09-06,105.638,107.39,108.601,105.638,29008.0,600519
164,2010-09-07,107.602,106.456,108.923,106.153,22373.0,600519
165,2010-09-08,106.282,107.235,107.892,106.282,15010.0,600519
166,2010-09-09,107.57,107.499,108.923,106.926,21503.0,600519
167,2010-09-10,107.892,109.174,109.438,107.248,19867.0,600519
168,2010-09-13,108.858,108.717,111.725,108.182,28063.0,600519
169,2010-09-14,108.697,107.757,109.644,106.668,26383.0,600519
170,2010-09-15,107.57,104.639,107.757,104.156,21032.0,600519
171,2010-09-16,104.414,102.636,105.67,101.058,20497.0,600519
172,2010-09-17,102.559,104.227,105.921,101.457,17975.0,600519
173,2010-09-20,104.903,106.056,106.926,104.349,12576.0,600519
174,2010-09-21,107.248,106.978,107.493,105.644,14940.0,600519
175,2010-09-27,106.99,108.749,108.858,106.475,18548.0,600519
176,2010-09-28,108.594,110.005,110.269,108.214,22585.0,600519
177,2010-09-29,109.76,107.673,110.501,107.577,13272.0,600519
178,2010-09-30,107.287,108.685,108.987,106.926,14578.0,600519
179,2010-10-08,108.858,111.776,113.045,108.858,31608.0,600519
180,2010-10-11,112.079,108.085,113.644,106.926,43742.0,600519
181,2010-10-12,108.092,107.312,109.49,105.825,28543.0,600519
182,2010-10-13,106.926,103.705,107.267,102.965,60287.0,600519
183,2010-10-14,103.718,102.056,103.899,101.006,53243.0,600519
184,2010-10-15,102.108,103.048,104.994,101.973,72099.0,600519
185,2010-10-18,103.061,104.62,106.385,99.712,96564.0,600519
186,2010-10-19,103.976,105.168,106.217,103.061,53448.0,600519
187,2010-10-20,103.126,107.834,108.794,103.119,47372.0,600519
188,2010-10-21,107.957,107.873,109.535,106.797,37621.0,600519
189,2010-10-22,107.879,108.285,110.533,107.351,41046.0,600519
190,2010-10-25,108.858,111.435,111.95,108.298,36195.0,600519
191,2010-10-26,111.306,108.865,111.358,108.221,28590.0,600519
192,2010-10-27,108.697,108.311,109.116,107.248,28912.0,600519
193,2010-10-28,108.15,107.596,108.408,107.396,19440.0,600519
194,2010-10-29,106.114,105.09,106.327,103.383,65465.0,600519
195,2010-11-01,105.122,105.483,106.217,104.478,49658.0,600519
196,2010-11-02,105.973,104.781,105.973,104.085,62292.0,600519
197,2010-11-03,104.994,105.219,106.701,104.027,42253.0,600519
198,2010-11-04,105.606,106.314,106.63,104.852,44629.0,600519
199,2010-11-05,106.475,105.625,106.926,105.187,34654.0,600519
200,2010-11-08,105.631,105.309,105.638,103.866,56894.0,600519
201,2010-11-09,105.38,106.836,107.306,104.813,60737.0,600519
202,2010-11-10,107.312,115.77,117.522,107.248,150005.0,600519
203,2010-11-11,117.226,113.316,117.226,112.15,74217.0,600519
204,2010-11-12,113.077,114.353,121.148,113.058,126500.0,600519
205,2010-11-15,117.226,118.321,121.097,117.226,79038.0,600519
206,2010-11-16,119.802,114.134,119.809,112.401,72291.0,600519
207,2010-11-17,113.303,106.282,113.303,105.509,80509.0,600519
208,2010-11-18,107.28,109.174,110.127,106.926,40286.0,600519
209,2010-11-19,110.211,112.826,113.367,109.638,48954.0,600519
210,2010-11-22,112.646,114.984,117.477,111.95,47940.0,600519
211,2010-11-23,114.9,121.767,121.87,113.496,108469.0,600519
212,2010-11-24,123.673,128.775,133.078,123.673,110799.0,600519
213,2010-11-25,129.168,130.74,131.158,126.894,45579.0,600519
214,2010-11-26,130.74,133.49,136.988,129.219,63799.0,600519
215,2010-11-29,132.208,139.41,142.997,132.208,67499.0,600519
216,2010-11-30,139.371,131.925,139.371,129.039,65665.0,600519
217,2010-12-01,130.759,130.372,133.98,128.839,38016.0,600519
218,2010-12-02,131.532,127.648,132.691,127.48,42940.0,600519
219,2010-12-03,127.538,128.691,131.075,127.345,43037.0,600519
220,2010-12-06,128.73,124.33,130.115,122.456,43281.0,600519
221,2010-12-07,123.603,127.255,128.054,122.295,31804.0,600519
222,2010-12-08,127.216,126.366,129.986,126.256,28334.0,600519
223,2010-12-09,126.244,125.773,126.752,123.867,24461.0,600519
224,2010-12-10,124.543,127.358,128.105,123.029,39587.0,600519
225,2010-12-13,127.216,126.888,127.216,124.64,58592.0,600519
226,2010-12-14,127.094,127.48,129.793,126.765,61542.0,600519
227,2010-12-15,127.538,129.277,130.971,127.538,47423.0,600519
228,2010-12-16,136.55,133.323,136.878,133.013,66817.0,600519
229,2010-12-17,133.98,131.674,134.753,131.281,51769.0,600519
230,2010-12-20,132.678,127.139,133.116,124.962,68557.0,600519
231,2010-12-21,127.12,124.962,127.287,124.324,59359.0,600519
232,2010-12-22,125.007,122.997,125.277,122.385,44151.0,600519
233,2010-12-23,122.933,122.843,124.124,122.385,32743.0,600519
234,2010-12-24,122.843,121.561,122.971,120.453,29408.0,600519
235,2010-12-27,121.741,117.87,122.379,117.432,45246.0,600519
236,2010-12-28,117.876,118.044,120.195,114.269,48176.0,600519
237,2010-12-29,117.941,119.809,119.854,117.232,30967.0,600519
238,2010-12-30,120.131,117.187,120.131,116.073,41774.0,600519
239,2010-12-31,117.103,118.469,118.701,116.62,46084.0,600519
240,2011-01-04,120.388,119.487,121.033,117.619,60462.0,600519
241,2011-01-05,119.1,116.64,119.422,116.266,58198.0,600519
242,2011-01-06,116.723,116.098,118.263,114.939,37584.0,600519
243,2011-01-07,116.06,115.764,117.032,114.978,30533.0,600519
244,2011-01-10,115.699,112.279,116.272,112.169,38784.0,600519
245,2011-01-11,111.873,111.796,113.045,110.282,45322.0,600519
246,2011-01-12,112.143,112.382,113.367,111.055,31323.0,600519
247,2011-01-13,113.045,115.615,116.588,112.395,41341.0,600519
248,2011-01-14,115.268,116.066,116.723,114.205,25772.0,600519
249,2011-01-17,115.751,113.103,117.361,112.736,37475.0,600519
250,2011-01-18,112.788,117.593,117.625,112.073,40962.0,600519
251,2011-01-19,117.593,117.767,118.243,116.659,26198.0,600519
252,2011-01-20,117.425,115.989,118.514,114.817,24523.0,600519
253,2011-01-21,115.815,113.296,116.91,113.148,26867.0,600519
254,2011-01-24,113.284,110.482,114.321,109.509,34775.0,600519
255,2011-01-25,110.134,109.953,111.048,109.503,17238.0,600519
256,2011-01-26,110.153,110.881,112.073,110.153,14325.0,600519
257,2011-01-27,110.765,111.474,112.904,109.232,29444.0,600519
258,2011-01-28,111.441,111.654,112.163,111.036,19591.0,600519
259,2011-01-31,111.757,114.649,116.536,111.441,32442.0,600519
260,2011-02-01,114.656,116.124,117.136,114.334,17758.0,600519
261,2011-02-09,115.937,114.63,116.466,114.011,17675.0,600519
262,2011-02-10,114.237,119.184,119.802,114.205,36008.0,600519
263,2011-02-11,118.997,119.119,121.387,118.707,34001.0,600519
264,2011-02-14,119.119,120.524,121.097,118.456,36639.0,600519
265,2011-02-15,120.524,119.319,121.612,119.036,29716.0,600519
266,2011-02-16,119.171,118.314,119.802,117.039,36440.0,600519
267,2011-02-17,117.876,116.755,118.327,116.479,36363.0,600519
268,2011-02-18,116.459,117.219,119.454,116.137,36828.0,600519
269,2011-02-21,117.232,118.185,119.036,116.717,27289.0,600519
270,2011-02-22,118.185,117.155,119.326,116.588,38293.0,600519
271,2011-02-23,116.659,117.722,118.179,116.659,19422.0,600519
272,2011-02-24,117.606,117.329,118.179,116.665,20476.0,600519
273,2011-02-25,117.799,115.699,117.799,115.429,29413.0,600519
274,2011-02-28,115.493,115.094,115.596,113.367,39093.0,600519
275,2011-03-01,115.113,115.068,115.899,114.527,23059.0,600519
276,2011-03-02,114.784,114.147,115.3,113.374,32095.0,600519
277,2011-03-03,114.185,112.723,115.1,112.562,37735.0,600519
278,2011-03-04,112.723,113.322,113.87,112.401,33351.0,600519
279,2011-03-07,113.264,114.256,114.353,113.264,33553.0,600519
280,2011-03-08,114.288,113.831,114.398,112.594,31869.0,600519
281,2011-03-09,114.327,114.649,114.784,113.4,22971.0,600519
282,2011-03-10,114.636,117.232,118.649,114.256,54492.0,600519
283,2011-03-11,116.974,115.97,118.134,115.873,23345.0,600519
284,2011-03-14,115.635,117.799,118.52,115.371,22372.0,600519
285,2011-03-15,117.0,115.474,118.018,114.031,30898.0,600519
286,2011-03-16,115.686,117.129,117.857,115.499,24176.0,600519
287,2011-03-17,116.524,121.76,122.082,116.06,88522.0,600519
288,2011-03-18,122.095,123.126,125.026,120.537,61484.0,600519
289,2011-03-21,122.256,120.537,123.016,118.875,48651.0,600519
290,2011-03-22,121.342,119.648,122.372,119.293,27887.0,600519
291,2011-03-23,119.815,120.156,120.253,118.198,42881.0,600519
292,2011-03-24,120.002,118.231,120.163,118.198,21353.0,600519
293,2011-03-25,117.876,118.153,119.538,117.876,27905.0,600519
294,2011-03-28,118.231,116.53,118.778,116.259,40295.0,600519
295,2011-03-29,116.588,115.268,116.781,114.978,26523.0,600519
296,2011-03-30,115.261,115.113,116.111,114.849,20602.0,600519
297,2011-03-31,115.113,115.847,117.747,114.978,17525.0,600519
298,2011-04-01,115.931,115.596,116.813,115.01,18227.0,600519
299,2011-04-06,115.557,113.999,115.879,113.825,28774.0,600519
300,2011-04-07,113.496,112.685,114.011,112.582,46830.0,600519
301,2011-04-08,112.697,113.148,113.689,112.594,21823.0,600519
302,2011-04-11,113.013,114.327,115.074,112.794,26173.0,600519
303,2011-04-12,114.334,114.282,115.519,113.818,34945.0,600519
304,2011-04-13,114.205,114.868,115.3,114.024,29389.0,600519
305,2011-04-14,114.849,113.2,114.978,113.032,36621.0,600519
306,2011-04-15,113.348,111.036,114.005,109.999,53327.0,600519
307,2011-04-18,110.907,111.474,111.686,110.282,19608.0,600519
308,2011-04-19,111.474,111.68,112.491,110.462,22880.0,600519
309,2011-04-20,111.68,112.594,112.839,111.435,22509.0,600519
310,2011-04-21,112.723,112.633,114.392,112.536,28684.0,600519
311,2011-04-22,113.045,113.464,113.625,112.42,14500.0,600519
312,2011-04-25,115.944,117.915,119.216,115.622,70225.0,600519
313,2011-04-26,117.876,116.698,118.198,116.511,31095.0,600519
314,2011-04-27,116.974,116.685,119.165,116.588,27748.0,600519
315,2011-04-28,117.297,114.926,117.606,114.527,25357.0,600519
316,2011-04-29,114.913,117.432,117.934,114.449,22083.0,600519
317,2011-05-03,117.876,119.718,120.324,117.232,41270.0,600519
318,2011-05-04,118.836,118.198,121.148,118.16,32521.0,600519
319,2011-05-05,118.205,119.132,120.775,117.883,26693.0,600519
320,2011-05-06,118.52,119.686,120.453,117.883,23960.0,600519
321,2011-05-09,120.182,118.623,120.768,118.456,12175.0,600519
322,2011-05-10,118.565,118.256,118.842,117.735,15918.0,600519
323,2011-05-11,117.889,119.338,120.002,117.889,12896.0,600519
324,2011-05-12,119.165,120.659,122.063,118.907,25027.0,600519
325,2011-05-13,120.678,120.878,121.735,119.487,12253.0,600519
326,2011-05-16,120.775,120.884,121.728,120.131,11505.0,600519
327,2011-05-17,120.466,120.859,122.578,119.809,20866.0,600519
328,2011-05-18,120.646,125.574,127.178,120.646,62165.0,600519
329,2011-05-19,126.25,128.749,129.889,126.25,85738.0,600519
330,2011-05-20,129.277,129.361,129.896,128.06,40043.0,600519
331,2011-05-23,128.827,126.913,130.598,126.894,39420.0,600519
332,2011-05-24,125.934,125.355,127.216,125.284,23997.0,600519
333,2011-05-26,125.477,127.983,130.624,125.477,38970.0,600519
334,2011-05-27,128.749,124.794,129.329,124.453,31729.0,600519
335,2011-05-30,123.789,130.456,130.488,123.525,47286.0,600519
336,2011-05-31,130.533,131.274,131.39,129.664,33854.0,600519
337,2011-06-01,131.467,135.197,135.255,130.772,39093.0,600519
338,2011-06-02,134.302,133.071,135.049,131.145,39585.0,600519
339,2011-06-03,132.704,136.305,137.007,132.704,29483.0,600519
340,2011-06-07,136.543,133.896,136.55,132.872,26876.0,600519
341,2011-06-08,133.69,134.456,135.075,131.133,25070.0,600519
342,2011-06-09,134.012,129.999,134.173,129.96,36179.0,600519
343,2011-06-10,129.793,130.475,131.719,128.698,34279.0,600519
344,2011-06-13,130.437,129.786,131.339,128.054,28004.0,600519
345,2011-06-14,129.773,131.699,132.034,129.149,37487.0,600519
346,2011-06-15,131.416,130.894,131.706,130.237,16408.0,600519
347,2011-06-16,130.244,130.772,132.234,128.968,17731.0,600519
348,2011-06-17,131.081,134.385,135.261,130.533,33411.0,600519
349,2011-06-20,134.044,131.055,134.16,129.471,29909.0,600519
350,2011-06-21,130.134,130.952,131.944,130.134,12738.0,600519
351,2011-06-22,130.888,132.646,133.645,130.888,16188.0,600519
352,2011-06-23,132.24,133.973,134.753,132.047,20280.0,600519
353,2011-06-24,133.883,132.975,135.364,132.273,37068.0,600519
354,2011-06-27,133.464,134.153,134.598,132.55,23190.0,600519
355,2011-06-28,134.624,135.558,136.472,133.477,25540.0,600519
356,2011-06-29,135.835,135.873,137.123,133.915,19596.0,600519
357,2011-06-30,135.281,136.962,137.393,135.281,32701.0,600519
358,2011-07-01,137.895,137.272,137.895,136.033,15810.0,600519
359,2011-07-04,136.971,138.268,138.49,136.678,46338.0,600519
360,2011-07-05,138.254,137.129,138.268,135.961,27057.0,600519
361,2011-07-06,136.807,136.871,137.537,136.183,19753.0,600519
362,2011-07-07,136.821,139.049,140.46,136.821,40956.0,600519
363,2011-07-08,139.221,139.027,140.03,138.218,17183.0,600519
364,2011-07-11,139.013,140.997,141.885,138.576,25615.0,600519
365,2011-07-12,140.632,138.784,140.997,138.712,28488.0,600519
366,2011-07-13,139.034,139.393,140.037,138.511,22109.0,600519
367,2011-07-14,139.393,138.433,139.543,138.11,24822.0,600519
368,2011-07-15,137.96,139.794,140.252,137.96,17763.0,600519
369,2011-07-18,139.829,142.523,143.583,139.829,28523.0,600519
370,2011-07-19,142.48,142.437,143.289,141.262,20276.0,600519
371,2011-07-20,143.261,143.189,143.612,142.193,18967.0,600519
372,2011-07-21,143.39,145.725,147.208,143.268,47676.0,600519
373,2011-07-22,145.532,147.767,149.629,145.532,49860.0,600519
374,2011-07-25,148.282,145.883,148.769,145.066,35260.0,600519
375,2011-07-26,145.775,145.818,146.126,144.701,24791.0,600519
376,2011-07-27,146.054,146.363,148.64,145.173,30676.0,600519
377,2011-07-28,146.054,148.82,148.927,144.701,22923.0,600519
378,2011-07-29,148.64,148.06,148.64,147.065,19104.0,600519
379,2011-08-01,148.519,145.689,148.519,145.274,18572.0,600519
380,2011-08-02,144.844,144.063,145.238,142.229,27849.0,600519
381,2011-08-03,142.702,144.55,145.274,142.552,17061.0,600519
382,2011-08-04,145.059,146.835,147.344,144.557,17773.0,600519
383,2011-08-05,143.325,145.51,147.279,143.325,21319.0,600519
384,2011-08-08,143.991,143.024,146.921,141.835,36884.0,600519
385,2011-08-09,140.718,144.056,145.417,138.254,36924.0,600519
386,2011-08-10,144.987,147.351,147.917,143.089,38436.0,600519
387,2011-08-11,146.133,153.798,154.443,146.133,61949.0,600519
388,2011-08-12,154.013,155.281,155.875,152.58,39466.0,600519
389,2011-08-15,155.589,152.795,156.728,151.807,29450.0,600519
390,2011-08-16,153.046,150.209,154.214,149.192,37491.0,600519
391,2011-08-17,150.431,150.324,151.499,149.514,13553.0,600519
392,2011-08-18,149.937,149.142,150.324,147.824,29341.0,600519
393,2011-08-19,148.211,150.36,150.539,147.96,37488.0,600519
394,2011-08-22,150.503,146.355,151.076,145.847,28164.0,600519
395,2011-08-23,146.126,146.799,147.709,145.703,23579.0,600519
396,2011-08-24,146.85,147.423,148.991,146.198,17957.0,600519
397,2011-08-25,148.64,148.583,149.357,146.857,30083.0,600519
398,2011-08-26,148.555,152.494,152.573,148.175,22748.0,600519
399,2011-08-29,151.864,154.206,154.715,150.073,26082.0,600519
400,2011-08-30,154.371,153.884,155.754,152.587,28816.0,600519
401,2011-08-31,156.735,153.848,157.237,153.655,50014.0,600519
402,2011-09-01,153.798,151.491,154.357,150.789,25689.0,600519
403,2011-09-02,151.047,151.764,152.007,150.36,13832.0,600519
404,2011-09-05,151.284,148.476,151.42,147.924,27344.0,600519
405,2011-09-06,147.566,145.424,149.214,144.901,32094.0,600519
406,2011-09-07,145.847,148.705,148.913,145.775,20087.0,600519
407,2011-09-08,148.999,147.473,149.708,147.294,13182.0,600519
408,2011-09-09,147.967,148.34,150.202,146.126,14227.0,600519
409,2011-09-13,146.556,144.436,147.566,144.042,18949.0,600519
410,2011-09-14,145.417,141.799,145.618,139.092,47625.0,600519
411,2011-09-15,141.835,142.186,143.411,141.67,19122.0,600519
412,2011-09-16,142.903,145.36,145.51,141.835,18029.0,600519
413,2011-09-19,145.918,145.216,146.491,144.643,15352.0,600519
414,2011-09-20,145.202,143.87,145.202,142.91,12784.0,600519
415,2011-09-21,143.855,146.391,146.871,143.626,24640.0,600519
416,2011-09-22,145.417,141.592,146.047,141.334,24336.0,600519
417,2011-09-23,139.042,139.006,140.403,136.026,76537.0,600519
418,2011-09-26,137.437,134.758,139.149,134.672,42211.0,600519
419,2011-09-27,136.083,135.718,137.279,134.435,24749.0,600519
420,2011-09-28,136.678,134.041,136.678,133.404,32389.0,600519
421,2011-09-29,132.451,134.02,136.821,132.451,30030.0,600519
422,2011-09-30,134.07,136.527,136.893,134.07,18269.0,600519
423,2011-10-10,136.735,134.672,137.394,134.407,14283.0,600519
424,2011-10-11,137.53,133.934,137.53,131.09,20586.0,600519
425,2011-10-12,133.597,137.566,137.967,132.115,29778.0,600519
426,2011-10-13,137.566,137.587,139.572,136.105,23961.0,600519
427,2011-10-14,136.857,137.136,138.096,135.961,12468.0,600519
428,2011-10-17,137.659,141.219,141.484,137.251,26008.0,600519
429,2011-10-18,139.93,140.703,142.817,139.693,22785.0,600519
430,2011-10-19,141.42,141.921,144.342,141.119,22657.0,600519
431,2011-10-20,141.119,136.893,142.236,136.534,29312.0,600519
432,2011-10-21,136.577,139.249,139.686,136.577,17116.0,600519
433,2011-10-24,140.259,143.662,144.063,139.256,32390.0,600519
434,2011-10-25,142.695,143.712,145.653,142.695,32041.0,600519
435,2011-10-26,143.182,144.6,144.758,142.344,29492.0,600519
436,2011-10-27,144.736,144.701,146.391,144.371,20104.0,600519
437,2011-10-28,145.782,146.857,148.139,145.782,26056.0,600519
438,2011-10-31,147.065,146.284,147.695,145.188,28121.0,600519
439,2011-11-01,145.546,148.418,148.64,145.066,27147.0,600519
440,2011-11-02,146.814,150.123,150.181,146.563,26647.0,600519
441,2011-11-03,151.198,148.483,151.506,148.404,30465.0,600519
442,2011-11-04,148.913,148.827,150.431,147.802,18546.0,600519
443,2011-11-07,149.142,148.139,149.5,147.967,16573.0,600519
444,2011-11-08,148.755,146.671,148.948,146.119,25546.0,600519
445,2011-11-09,146.778,146.219,148.039,145.059,24696.0,600519
446,2011-11-10,145.625,146.857,147.279,145.51,14617.0,600519
447,2011-11-11,146.857,146.112,146.957,145.438,11692.0,600519
448,2011-11-14,147.201,148.469,149.106,146.277,17986.0,600519
449,2011-11-15,148.712,146.083,148.963,145.417,17782.0,600519
450,2011-11-16,146.097,143.82,146.097,143.196,29545.0,600519
451,2011-11-17,143.877,144.586,145.847,143.49,15589.0,600519
452,2011-11-18,144.615,143.676,145.331,143.053,19907.0,600519
453,2011-11-21,143.769,143.891,145.703,143.347,18389.0,600519
454,2011-11-22,143.905,147.616,148.203,143.698,35652.0,600519
455,2011-11-23,147.294,149.794,149.93,147.294,31537.0,600519
456,2011-11-24,149.428,148.777,149.844,148.64,26558.0,600519
457,2011-11-25,148.82,150.417,152.824,148.282,40235.0,600519
458,2011-11-28,150.653,153.204,153.848,149.937,53379.0,600519
459,2011-11-29,153.153,152.265,154.794,151.721,41355.0,600519
460,2011-11-30,152.494,150.474,153.855,149.572,40263.0,600519
461,2011-12-01,152.724,152.466,154.149,150.625,33785.0,600519
462,2011-12-02,151.864,152.881,154.873,151.864,26962.0,600519
463,2011-12-05,153.619,148.132,153.619,147.852,38962.0,600519
464,2011-12-06,147.931,145.897,147.96,144.486,37152.0,600519
465,2011-12-07,145.918,147.351,147.924,145.918,27333.0,600519
466,2011-12-08,147.494,145.417,149.428,145.331,24661.0,600519
467,2011-12-09,145.309,143.139,146.026,143.053,36745.0,600519
468,2011-12-12,143.139,141.506,143.913,141.04,29526.0,600519
469,2011-12-13,141.062,141.441,141.821,140.832,15539.0,600519
470,2011-12-14,140.582,141.986,143.268,140.582,18341.0,600519
471,2011-12-15,141.026,140.324,142.466,139.758,14945.0,600519
472,2011-12-16,141.835,144.543,144.686,141.828,30649.0,600519
473,2011-12-19,143.963,143.984,144.264,142.766,25456.0,600519
474,2011-12-20,143.984,143.44,145.274,142.193,17106.0,600519
475,2011-12-21,144.113,141.284,144.328,141.105,21962.0,600519
476,2011-12-22,141.477,143.032,143.927,140.259,17443.0,600519
477,2011-12-23,143.196,143.812,144.271,142.552,17609.0,600519
478,2011-12-26,143.705,138.34,143.712,137.752,46995.0,600519
479,2011-12-27,138.254,135.41,138.254,134.901,31314.0,600519
480,2011-12-28,134.887,136.269,136.463,133.59,27738.0,600519
481,2011-12-29,135.46,137.688,138.175,135.46,20062.0,600519
482,2011-12-30,138.039,138.468,139.6,136.105,29460.0,600519
483,2012-01-04,137.179,132.716,138.089,132.523,33878.0,600519
484,2012-01-05,131.806,131.198,132.666,130.632,30122.0,600519
485,2012-01-06,131.162,133.698,134.708,130.123,25190.0,600519
486,2012-01-09,133.239,134.679,134.736,130.209,26160.0,600519
487,2012-01-10,133.956,139.314,139.443,133.318,39235.0,600519
488,2012-01-11,138.218,135.875,138.891,135.603,39891.0,600519
489,2012-01-12,135.087,136.355,137.222,135.087,27440.0,600519
490,2012-01-13,136.606,135.166,136.964,134.328,20542.0,600519
491,2012-01-16,134.228,127.086,134.228,125.832,51655.0,600519
492,2012-01-17,127.437,129.256,130.359,122.422,61227.0,600519
493,2012-01-18,129.958,127.064,132.652,126.549,47294.0,600519
494,2012-01-19,127.43,129.443,130.087,125.725,24329.0,600519
495,2012-01-20,130.374,133.218,133.382,130.374,29683.0,600519
496,2012-01-30,133.232,131.663,133.948,131.133,30550.0,600519
